Index	FileName	ScanNum	FeatureIndex	TargetDecoyType	RetentionTime	MassCountInSpec	AverageMass	MonoisotopicMass	SumIntensity	MinCharge	MaxCharge	PeakCount	IsotopeCosine	ChargeCosine	ChargeScore	MassSNR	ChargeSNR	AveragePPMError	RepresentativeCharge	RepresentativeMzStart	RepresentativeMzEnd	Qscore	Qscore2D	Qvalue
4288	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1004	nan	2	1045.910580	1	24465.114890	24449.843135	36791.5	30	33	40	0.888082	0.78184	0.853961	53.2285	22.6115	6.00624	33	742.135728	742.500116	0.436328	0.436328	1
4289	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1006	nan	2	1048.208100	1	11867.225616	11859.870652	317082	8	15	94	0.962992	0.842871	0.841086	80.253	24.4801	15.1083	9	1318.970008	1319.756046	0.624070	0.624070	1
4290	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1012	nan	2	1054.865820	1	21564.613609	21551.187728	52932.7	25	28	38	0.894145	0.792627	0.739607	52.2994	22.8541	9.194	26	830.055350	830.509076	0.447644	0.447644	1
4291	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1014	nan	2	1057.046340	1	26879.252276	26862.467430	42472.1	37	41	45	0.913102	0.892591	0.866618	77.7518	59.0973	5.00647	39	690.011974	690.321451	0.459976	0.459976	1
4292	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1015	nan	2	1058.252820	1	25308.206542	25292.460571	21838.7	26	28	16	0.935035	0.685694	1	25.7349	12.948	3.56017	28	904.672723	904.775942	0.500670	0.500670	1
4293	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1020	nan	2	1063.819860	1	22955.189756	22940.838468	55061.8	22	24	24	0.877377	0.708441	0.957794	21.0454	14.0528	9.10792	22	1044.140370	1044.300357	0.365434	0.365434	1
4294	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1022	nan	2	1066.000440	1	27044.261907	27027.376533	59272.4	28	31	31	0.899379	0.618121	0.860002	30.3137	9.3515	5.91709	28	966.672267	966.814783	0.456473	0.456473	1
4295	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1023	nan	2	1067.090700	2	27489.052141	27471.918873	36750.2	35	37	28	0.881827	0.760506	0.965609	35.8187	20.889	6.16501	37	743.767772	743.883193	0.394358	0.394358	1
4296	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1023	nan	2	1067.090700	2	32223.817744	32203.704476	48105.8	56	58	32	0.892196	0.735043	0.773544	31.0659	19.4134	3.35298	58	556.417205	556.641299	0.405573	0.405573	1
4297	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1026	nan	2	1070.478480	1	27524.000959	27506.853799	63833.5	35	41	66	0.869765	0.796211	0.826656	52.6143	26.3847	3.94064	35	787.184825	787.436203	0.389257	0.389257	1
4298	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1027	nan	2	1071.568620	1	23322.761824	23308.187834	25593.1	31	33	27	0.898383	0.840907	0.783124	39.2987	34.061	8.3748	31	753.126133	753.498646	0.408406	0.408406	1
4299	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1030	nan	2	1074.955860	1	29711.138336	29692.590010	51759.6	48	50	36	0.917951	0.671861	0.766186	25.5245	13.0457	6.83427	49	607.148032	607.389270	0.462681	0.462681	1
4300	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1031	nan	2	1076.045820	2	11866.719149	11859.364185	139400	9	14	52	0.922902	0.683942	0.885349	25.3275	8.76974	14.6624	14	848.217402	848.639216	0.502183	0.502183	1
4301	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1031	nan	2	1076.045820	2	24801.645300	24786.186388	41799.6	33	37	44	0.904229	0.690711	0.758842	33.7109	13.1982	6.33202	35	709.457034	709.690039	0.459358	0.459358	1
4302	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1033	nan	2	1078.342380	2	24058.453433	24043.463652	36045	35	37	29	0.912152	0.762983	1	41.2629	19.8996	8.15575	35	688.141904	688.364487	0.471107	0.471107	1
4303	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1033	nan	2	1078.342380	2	26930.563212	26913.739458	39592	33	35	36	0.926417	0.795086	0.745271	36.6187	25.944	6.14591	33	816.835451	817.211917	0.474204	0.474204	1
4304	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1036	nan	2	1081.612860	1	11867.510988	11860.156024	114844	8	12	33	0.911817	0.6198	0.819672	17.1198	6.22404	15.2149	8	1483.875075	1484.146127	0.462859	0.462859	1
4305	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1040	nan	2	1086.090120	1	29072.753619	29054.628286	258648	34	43	106	0.92662	0.768465	0.769623	66.5204	22.6472	5.94704	36	808.203447	808.557149	0.532558	0.532558	1
4306	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1043	nan	2	1089.478380	5	26393.653195	26377.190385	58155.3	20	22	16	0.87562	0.66796	0.952934	25.7025	12.0628	6.65247	22	1200.461172	1200.618952	0.383539	0.383539	1
4307	/Users/kyowonjeong/Data/mzml/FLASHDeconv/simple/Std/190507_Thermo_Std_FD2.mzML	1043	nan	3	1089.478380	5	28979.672698	28961.606406	928707	23	41	230	0.887518	0.751614	0.751891	107.474	20.363	9.05107	38	763.339776	763.940093	0.499437	0.499437	1
